FraudFound_P,PolicyNumber,Age,RepNumber,Month,MonthClaimed,DayOfWeek,Make,DayOfWeekClaimed,WeekOfMonth,WeekOfMonthClaimed
0,9287,39,4,Dec,Jan,Tuesday,Mazda,Friday,2,2
1,9288,44,9,Jan,Jan,Saturday,Chevrolet,Tuesday,3,4
0,9289,32,8,Oct,Oct,Monday,Pontiac,Monday,3,3
0,9290,64,13,Mar,Jun,Saturday,Honda,Friday,2,4
0,9291,35,2,Jan,Jan,Sunday,Pontiac,Monday,3,3
0,9292,36,3,Feb,Feb,Monday,Honda,Tuesday,1,2
1,9293,44,13,Jan,Jan,Saturday,Pontiac,Wednesday,3,3
0,9294,28,3,Aug,Aug,Saturday,Honda,Tuesday,1,2
0,9295,65,8,Dec,Dec,Monday,Toyota,Tuesday,4,4
0,9296,58,9,Aug,Aug,Wednesday,Mazda,Thursday,2,3
0,9297,44,13,Nov,Nov,Monday,Mazda,Tuesday,4,5
0,9298,29,10,Nov,Nov,Monday,Toyota,Monday,4,4
0,9299,28,1,Jul,Mar,Wednesday,Chevrolet,Thursday,5,2
1,9300,35,9,Jan,Feb,Saturday,Mazda,Wednesday,3,1
0,9301,37,11,Feb,Feb,Saturday,Pontiac,Wednesday,1,4
0,9302,37,16,Jan,Jan,Saturday,Honda,Tuesday,3,5
0,9303,30,1,Feb,Feb,Thursday,Mazda,Friday,1,2
0,9304,29,6,Mar,Mar,Thursday,Mazda,Friday,1,1
0,9305,58,12,Feb,Feb,Friday,Ford,Friday,4,4
0,9306,0,2,Apr,Apr,Monday,Honda,Monday,1,1
0,9307,28,14,Jul,Jul,Thursday,Pontiac,Thursday,5,5
0,9308,41,9,Aug,Sep,Monday,Toyota,Tuesday,5,2
1,9309,35,11,Jan,Jan,Sunday,Mazda,Thursday,3,3
0,9310,51,3,Aug,Aug,Thursday,Honda,Wednesday,3,4
0,9311,70,3,Aug,Aug,Monday,Toyota,Wednesday,3,3
0,9312,23,14,Oct,Oct,Monday,Mazda,Monday,1,1
0,9313,52,5,Sep,Nov,Monday,Ford,Thursday,2,2
0,9314,30,15,Jan,May,Monday,Toyota,Tuesday,5,4
0,9315,42,1,Oct,Oct,Tuesday,Chevrolet,Wednesday,4,4
0,9316,32,1,Mar,Mar,Saturday,Honda,Tuesday,1,3
0,9317,77,3,Mar,Apr,Thursday,Pontiac,Wednesday,1,1
0,9318,34,12,Mar,Mar,Monday,Honda,Tuesday,4,5
0,9319,39,11,May,May,Saturday,Pontiac,Tuesday,1,2
0,9320,49,3,Apr,Apr,Friday,Chevrolet,Friday,2,2
0,9321,31,16,Apr,Apr,Wednesday,Toyota,Thursday,1,1
0,9322,44,5,Jun,Jul,Saturday,Honda,Thursday,4,1
0,9323,29,2,Jul,Aug,Wednesday,Honda,Thursday,1,5
0,9324,32,14,Aug,Sep,Tuesday,Honda,Friday,5,1
0,9325,29,13,Aug,Aug,Saturday,Toyota,Monday,4,5
0,9326,32,8,Jul,Aug,Sunday,Pontiac,Tuesday,5,1
0,9327,43,13,Jan,Jan,Monday,Toyota,Tuesday,3,3
0,9328,27,10,Nov,Nov,Thursday,Mazda,Thursday,5,5
0,9329,44,13,Nov,Nov,Monday,VW,Friday,3,4
0,9330,59,9,Sep,Oct,Monday,Mazda,Thursday,3,3
0,9331,32,9,Jul,Aug,Sunday,Pontiac,Tuesday,4,1
0,9332,31,10,Jan,Jan,Monday,Pontiac,Monday,3,3
0,9333,29,15,Jun,Jun,Wednesday,Pontiac,Thursday,5,5
0,9334,44,16,Jun,Jun,Sunday,Mazda,Thursday,3,4
0,9335,35,2,Jun,Jun,Saturday,Toyota,Tuesday,3,4
0,9336,42,5,Jun,Jun,Saturday,Chevrolet,Friday,1,2
0,9337,28,4,May,May,Thursday,Pontiac,Thursday,3,4
0,9338,47,16,May,May,Friday,Pontiac,Friday,2,2
0,9339,24,2,May,May,Wednesday,Honda,Wednesday,2,2
0,9340,42,4,Mar,Nov,Wednesday,Chevrolet,Monday,3,4
0,9341,32,3,Mar,Mar,Thursday,Pontiac,Thursday,3,3
0,9342,43,15,Mar,Mar,Monday,Pontiac,Thursday,2,3
0,9343,55,7,Mar,Mar,Sunday,Toyota,Wednesday,2,3
0,9344,48,3,Feb,Mar,Tuesday,VW,Friday,5,3
0,9345,31,11,Aug,Aug,Tuesday,Pontiac,Monday,3,4
0,9346,32,6,Jul,Jul,Monday,Honda,Monday,2,2
0,9347,21,16,Jun,Jul,Thursday,Chevrolet,Wednesday,5,1
0,9348,47,5,Jun,Aug,Thursday,Mazda,Thursday,2,1
0,9349,32,9,May,May,Tuesday,Honda,Wednesday,2,2
0,9350,30,16,Jan,Jan,Monday,Honda,Wednesday,3,3
1,9351,26,2,Jan,Jan,Tuesday,Pontiac,Tuesday,3,3
1,9352,46,13,Jan,Jan,Tuesday,Chevrolet,Wednesday,3,3
0,9353,62,7,Apr,Apr,Tuesday,Toyota,Friday,2,4
0,9354,70,5,Apr,Apr,Tuesday,Pontiac,Wednesday,2,2
0,9355,48,3,Apr,Apr,Monday,Pontiac,Tuesday,2,2
0,9356,33,10,Mar,Mar,Wednesday,Pontiac,Thursday,3,3
0,9357,25,8,Mar,Mar,Thursday,Mazda,Friday,3,3
0,9358,49,3,Feb,Mar,Friday,Mazda,Thursday,4,1
0,9359,29,12,Jan,Jan,Friday,Toyota,Monday,4,4
0,9360,34,15,Jan,Jan,Friday,Honda,Monday,4,4
0,9361,29,10,Jan,Feb,Thursday,Toyota,Friday,3,1
0,9362,34,14,Aug,Aug,Wednesday,Pontiac,Thursday,2,3
0,9363,78,13,Dec,May,Thursday,Ford,Tuesday,3,4
0,9364,45,13,May,May,Wednesday,Pontiac,Thursday,1,1
0,9365,55,15,Jul,Sep,Thursday,Pontiac,Wednesday,3,5
0,9366,43,7,Nov,Nov,Tuesday,Pontiac,Wednesday,2,4
0,9367,36,3,Oct,Oct,Friday,Chevrolet,Friday,2,2
0,9368,39,1,Apr,Apr,Thursday,Mazda,Monday,2,4
0,9369,55,5,Oct,Oct,Sunday,Pontiac,Tuesday,1,4
0,9370,71,13,Jul,Jul,Tuesday,Toyota,Tuesday,3,4
0,9371,29,7,Jul,Jul,Tuesday,Toyota,Wednesday,3,3
0,9372,32,12,Nov,Nov,Tuesday,Toyota,Wednesday,4,4
0,9373,30,12,Mar,Mar,Thursday,Honda,Thursday,1,1
0,9374,21,11,Apr,May,Tuesday,Honda,Thursday,4,2
0,9375,58,11,May,May,Wednesday,Toyota,Thursday,1,1
0,9376,51,16,Jun,Jun,Friday,Toyota,Thursday,4,5
0,9377,74,15,Jun,Jul,Thursday,Accura,Wednesday,4,3
0,9378,27,3,Jul,Aug,Monday,Honda,Friday,4,2
0,9379,52,2,Aug,Aug,Saturday,Chevrolet,Wednesday,1,2
0,9380,34,12,Aug,Aug,Tuesday,Chevrolet,Tuesday,2,2
0,9381,48,6,Oct,Nov,Monday,Toyota,Monday,5,2
0,9382,75,7,Nov,Nov,Tuesday,Mazda,Tuesday,2,3
0,9383,29,5,Nov,Nov,Tuesday,Honda,Monday,2,3
0,9384,31,8,Nov,Nov,Thursday,Pontiac,Thursday,2,2
0,9385,42,2,Nov,Nov,Thursday,Saab,Tuesday,2,3
0,9386,27,1,Nov,Nov,Sunday,Accura,Tuesday,3,4
0,9387,55,9,Nov,Dec,Sunday,Honda,Thursday,4,1
0,9388,24,10,Dec,Jan,Monday,Toyota,Monday,3,4
0,9389,32,7,Mar,Mar,Friday,Honda,Monday,2,2
0,9390,30,14,Apr,Apr,Tuesday,Mazda,Friday,3,4
0,9391,66,15,May,Jun,Wednesday,Toyota,Thursday,4,1
0,9392,25,11,Jul,Jul,Thursday,Honda,Thursday,4,4
0,9393,26,4,Aug,Aug,Tuesday,Honda,Thursday,1,1
0,9394,55,7,Aug,Aug,Thursday,Pontiac,Monday,1,2
0,9395,78,1,Aug,Sep,Thursday,Mazda,Wednesday,5,1
0,9396,22,15,Oct,Oct,Tuesday,Pontiac,Monday,1,2
0,9397,36,14,Nov,Dec,Wednesday,Mazda,Friday,4,4
0,9398,59,1,Dec,Dec,Tuesday,Chevrolet,Wednesday,3,3
0,9399,52,1,Dec,Dec,Monday,Honda,Wednesday,3,4
0,9400,47,5,Nov,Dec,Monday,Honda,Friday,4,1
0,9401,33,3,Nov,Nov,Sunday,Chevrolet,Monday,4,4
0,9402,28,4,Nov,Nov,Monday,Pontiac,Wednesday,4,5
0,9403,48,7,Nov,Dec,Saturday,Toyota,Friday,4,1
0,9404,33,9,Nov,Nov,Friday,Honda,Wednesday,4,5
0,9405,46,9,Nov,Nov,Friday,Chevrolet,Tuesday,4,5
0,9406,40,5,Oct,Oct,Monday,Honda,Monday,3,3
0,9407,50,11,Oct,Oct,Friday,Pontiac,Monday,1,2
0,9408,35,7,Aug,Sep,Tuesday,Pontiac,Wednesday,4,2
0,9409,44,9,Aug,Aug,Tuesday,Honda,Friday,4,4
0,9410,24,9,Aug,Aug,Thursday,Dodge,Friday,3,3
0,9411,31,13,Aug,Aug,Saturday,Pontiac,Monday,2,3
0,9412,49,12,Aug,Aug,Tuesday,Honda,Tuesday,2,2
0,9413,33,16,Aug,Aug,Tuesday,Pontiac,Tuesday,2,2
0,9414,60,14,Aug,Aug,Wednesday,Dodge,Friday,2,2
0,9415,31,16,Jul,Aug,Tuesday,Mazda,Monday,4,2
0,9416,30,13,Jul,Aug,Thursday,Pontiac,Wednesday,4,1
0,9417,45,10,Jun,Jun,Saturday,Toyota,Wednesday,2,3
0,9418,50,11,Mar,Mar,Tuesday,Chevrolet,Tuesday,4,5
0,9419,30,9,Mar,Apr,Sunday,Accura,Thursday,3,1
0,9420,57,13,Mar,Apr,Sunday,Pontiac,Tuesday,3,1
0,9421,36,4,Jan,Jan,Thursday,Honda,Thursday,2,2
0,9422,52,2,Dec,Dec,Friday,Toyota,Friday,2,2
0,9423,50,3,Nov,Dec,Tuesday,Honda,Thursday,5,1
0,9424,25,2,Nov,Dec,Wednesday,Toyota,Thursday,5,1
0,9425,42,11,Nov,Nov,Sunday,Mazda,Monday,4,5
0,9426,30,16,Nov,Nov,Wednesday,Toyota,Wednesday,4,5
0,9427,61,3,Nov,Nov,Wednesday,Toyota,Friday,4,4
0,9428,29,14,Nov,Nov,Monday,Toyota,Wednesday,4,4
0,9429,34,6,Nov,Nov,Friday,Pontiac,Wednesday,3,5
0,9430,30,10,Nov,Nov,Sunday,Toyota,Friday,2,4
0,9431,42,2,Nov,Nov,Monday,Toyota,Friday,2,2
0,9432,45,13,Nov,Nov,Monday,Toyota,Monday,2,5
0,9433,59,2,Oct,Oct,Saturday,Honda,Tuesday,2,2
1,9434,27,6,Jan,Jan,Friday,Toyota,Tuesday,3,4
0,9435,27,8,Aug,Aug,Thursday,Mazda,Friday,2,2
0,9436,22,5,Aug,Aug,Monday,Toyota,Wednesday,2,2
0,9437,49,13,Aug,Oct,Tuesday,Mazda,Tuesday,1,1
0,9438,42,7,Jul,Jul,Tuesday,Ford,Tuesday,4,4
0,9439,45,10,Jul,Jul,Tuesday,Honda,Wednesday,3,3
1,9440,72,7,Jan,Jan,Friday,Honda,Friday,3,3
0,9441,18,1,Jun,Jun,Friday,Honda,Wednesday,4,5
0,9442,32,8,Jun,Jul,Friday,Toyota,Tuesday,4,2
0,9443,35,12,May,May,Tuesday,Accura,Tuesday,1,1
0,9444,35,14,Mar,Mar,Thursday,Honda,Thursday,1,1
0,9445,35,16,Mar,Mar,Thursday,Mazda,Tuesday,1,2
0,9446,31,5,Aug,Oct,Wednesday,Chevrolet,Wednesday,4,4
0,9447,32,14,Feb,Nov,Sunday,Toyota,Tuesday,2,5
0,9448,35,1,Dec,Dec,Wednesday,Toyota,Wednesday,5,5
0,9449,37,15,Dec,Dec,Sunday,Honda,Thursday,4,5
0,9450,65,9,Jan,Jan,Monday,Pontiac,Thursday,4,4
0,9451,30,10,Jan,Jan,Sunday,Mazda,Tuesday,4,4
0,9452,44,1,Aug,Aug,Saturday,Toyota,Thursday,1,2
0,9453,46,1,Apr,May,Tuesday,Mazda,Tuesday,2,5
0,9454,58,13,Aug,Oct,Sunday,Pontiac,Thursday,4,2
0,9455,49,10,Feb,Dec,Wednesday,Accura,Monday,3,1
0,9456,0,12,May,May,Sunday,Honda,Monday,2,2
0,9457,41,11,Jan,Feb,Monday,Mazda,Friday,4,2
0,9458,29,14,Feb,Mar,Wednesday,Honda,Sunday,4,2
0,9459,33,14,Feb,Feb,Thursday,Honda,Friday,4,4
0,9460,55,11,Apr,Apr,Monday,Accura,Tuesday,1,1
1,9461,29,15,Jan,Mar,Saturday,Chevrolet,Thursday,4,1
0,9462,0,7,Jul,Jul,Friday,Honda,Tuesday,1,1
0,9463,71,12,Jun,Jul,Monday,Honda,Monday,3,1
0,9464,47,11,Aug,Sep,Tuesday,Pontiac,Tuesday,5,2
0,9465,63,12,Aug,Sep,Tuesday,Pontiac,Friday,3,1
0,9466,27,16,Oct,Oct,Tuesday,Honda,Tuesday,1,1
0,9467,49,5,Oct,Oct,Monday,Chevrolet,Monday,1,1
0,9468,39,11,Sep,Sep,Sunday,Pontiac,Wednesday,4,5
0,9469,53,12,Jan,Feb,Saturday,Toyota,Thursday,5,1
0,9470,23,15,Oct,Oct,Sunday,Pontiac,Wednesday,4,4
0,9471,26,1,Feb,Feb,Monday,Honda,Tuesday,3,4
0,9472,46,13,Apr,Apr,Thursday,Chevrolet,Monday,1,2
0,9473,34,9,Apr,Apr,Saturday,Toyota,Monday,2,2
0,9474,58,7,Apr,Apr,Sunday,Toyota,Monday,1,1
0,9475,28,10,May,May,Thursday,VW,Friday,3,3
0,9476,52,12,May,May,Sunday,Pontiac,Wednesday,3,3
0,9477,48,4,Jun,Jul,Friday,Mazda,Saturday,5,1
0,9478,43,1,Jun,Jul,Tuesday,Honda,Monday,4,1
0,9479,29,13,Oct,Nov,Monday,Pontiac,Thursday,5,1
0,9480,59,7,Dec,Dec,Sunday,Toyota,Monday,1,1
0,9481,49,9,Jan,Jan,Saturday,Dodge,Tuesday,4,4
0,9482,42,3,Nov,Dec,Wednesday,Pontiac,Friday,5,1
0,9483,44,4,Sep,Sep,Monday,Pontiac,Tuesday,4,4
1,9484,49,15,Jan,Jan,Saturday,Chevrolet,Tuesday,4,4
0,9485,43,15,Apr,May,Friday,VW,Tuesday,5,2
0,9486,26,9,Apr,Apr,Saturday,Chevrolet,Wednesday,4,4
0,9487,54,7,Jun,Jun,Saturday,Toyota,Monday,3,3
0,9488,27,4,Jun,Jun,Wednesday,Mazda,Thursday,3,3
0,9489,32,11,Jul,Jul,Sunday,Mazda,Monday,1,1
0,9490,43,2,Jul,Jul,Saturday,Pontiac,Tuesday,1,1
0,9491,47,7,Jun,Jul,Tuesday,Pontiac,Monday,5,1
0,9492,32,16,Jun,Jun,Monday,Chevrolet,Wednesday,4,5
0,9493,55,3,Sep,Sep,Thursday,Pontiac,Wednesday,1,2
0,9494,53,16,Sep,Sep,Monday,Honda,Thursday,4,5
0,9495,36,4,Oct,Nov,Thursday,Toyota,Wednesday,4,1
0,9496,55,15,Oct,Oct,Wednesday,Toyota,Thursday,3,3
0,9497,42,1,Oct,Oct,Monday,Pontiac,Thursday,3,4
0,9498,28,14,Dec,Dec,Thursday,Mazda,Wednesday,2,3
0,9499,43,10,Mar,Mar,Saturday,Pontiac,Wednesday,4,5
0,9500,48,3,Mar,Apr,Saturday,Mazda,Tuesday,4,1
0,9501,28,6,Mar,Mar,Sunday,Mazda,Tuesday,4,5
0,9502,53,14,Apr,May,Wednesday,Pontiac,Thursday,4,1
0,9503,50,9,Mar,Apr,Friday,Toyota,Saturday,5,1
0,9504,48,16,Jun,Jun,Friday,Ford,Friday,2,2
0,9505,27,3,Aug,Aug,Thursday,Pontiac,Friday,2,2
0,9506,38,14,Jul,Aug,Friday,Pontiac,Wednesday,5,1
0,9507,49,13,Oct,Oct,Sunday,VW,Monday,4,4
0,9508,57,1,Dec,Dec,Friday,Pontiac,Friday,4,5
0,9509,28,16,Nov,Nov,Thursday,Pontiac,Monday,3,3
1,9510,38,11,Jan,Jan,Sunday,Toyota,Monday,4,5
0,9511,29,6,Sep,Oct,Saturday,Toyota,Monday,5,1
0,9512,32,2,Sep,Sep,Monday,Mazda,Tuesday,3,3
0,9513,43,6,Sep,Oct,Wednesday,Toyota,Wednesday,2,3
0,9514,26,14,Jul,Aug,Thursday,Pontiac,Tuesday,3,2
0,9515,33,9,Jul,Jul,Wednesday,Pontiac,Monday,3,4
0,9516,59,16,Jan,Feb,Sunday,Pontiac,Tuesday,4,2
0,9517,53,15,Jul,Jul,Friday,Chevrolet,Monday,2,2
0,9518,34,6,Mar,Apr,Friday,Saab,Thursday,5,1
1,9519,32,3,Jan,Feb,Sunday,Toyota,Thursday,4,2
0,9520,33,1,Dec,Dec,Monday,Toyota,Monday,1,1
0,9521,51,1,Nov,Nov,Friday,Ford,Monday,4,5
0,9522,46,8,Nov,Dec,Thursday,Mazda,Friday,4,1
0,9523,45,16,Nov,Nov,Thursday,Toyota,Friday,4,4
0,9524,33,8,Oct,Oct,Friday,Honda,Friday,5,5
0,9525,28,9,Sep,Oct,Sunday,Accura,Thursday,3,3
0,9526,30,3,Sep,Sep,Sunday,Pontiac,Wednesday,3,5
0,9527,39,10,Aug,Aug,Monday,Toyota,Monday,1,1
0,9528,40,5,Jun,Jun,Monday,Honda,Monday,4,4
0,9529,0,13,Jun,Jun,Monday,Honda,Monday,2,2
0,9530,38,15,Jun,Aug,Saturday,Honda,Tuesday,1,2
0,9531,41,1,May,May,Sunday,Mazda,Tuesday,5,5
0,9532,57,9,May,May,Thursday,Mercury,Wednesday,3,4
0,9533,33,15,May,Jun,Friday,Toyota,Monday,3,4
0,9534,28,12,May,May,Tuesday,Mazda,Tuesday,3,3
0,9535,47,13,May,May,Sunday,Mazda,Wednesday,1,1
0,9536,42,9,May,May,Monday,VW,Tuesday,1,2
0,9537,33,1,Apr,Apr,Thursday,Pontiac,Thursday,4,4
0,9538,47,12,Mar,Apr,Tuesday,Mazda,Friday,5,1
0,9539,35,6,Mar,May,Tuesday,Pontiac,Sunday,5,1
0,9540,48,16,Feb,Feb,Tuesday,Accura,Monday,1,3
0,9541,0,10,Dec,Apr,Tuesday,Honda,Thursday,3,3
0,9542,40,7,Nov,Dec,Wednesday,Pontiac,Friday,5,1
0,9543,31,9,Sep,Sep,Monday,Pontiac,Thursday,3,4
0,9544,42,7,Sep,Dec,Sunday,Ford,Monday,3,1
0,9545,38,16,Jul,Jul,Monday,Honda,Wednesday,4,4
0,9546,33,1,Jul,Jul,Wednesday,Pontiac,Monday,1,2
0,9547,35,13,Jun,Jun,Sunday,Honda,Tuesday,4,4
0,9548,33,4,Jun,Jun,Friday,Chevrolet,Monday,3,3
0,9549,39,16,May,May,Friday,Mazda,Monday,1,2
0,9550,39,3,May,May,Saturday,Pontiac,Tuesday,1,2
0,9551,29,7,Oct,Dec,Wednesday,Mercury,Wednesday,2,3
0,9552,54,12,Jul,Jul,Tuesday,Honda,Tuesday,2,2
0,9553,41,9,Jun,Jun,Sunday,Toyota,Thursday,1,2
0,9554,0,15,Apr,Apr,Thursday,Honda,Thursday,3,1
0,9555,45,9,Apr,Apr,Friday,Toyota,Friday,2,2
0,9556,80,9,Mar,Mar,Wednesday,Toyota,Thursday,4,4
0,9557,42,6,Mar,Jul,Wednesday,Honda,Friday,2,1
0,9558,51,6,Jan,Jan,Monday,Honda,Tuesday,4,4
0,9559,33,15,Oct,Oct,Friday,Toyota,Monday,2,3
0,9560,59,16,Oct,Oct,Sunday,Toyota,Wednesday,1,1
0,9561,0,4,Feb,Feb,Saturday,Honda,Thursday,1,2
0,9562,37,13,Feb,Mar,Friday,Chevrolet,Friday,3,1
1,9563,65,14,Jan,Jan,Monday,Toyota,Wednesday,4,4
0,9564,28,4,Mar,Mar,Saturday,Chevrolet,Monday,3,4
0,9565,45,12,Jun,Jun,Tuesday,Mazda,Tuesday,2,2
0,9566,25,8,Jun,Jul,Thursday,Honda,Monday,2,1
0,9567,26,8,Dec,Dec,Friday,Pontiac,Monday,1,1
0,9568,36,16,Jan,Jan,Monday,Pontiac,Wednesday,4,4
0,9569,35,14,Dec,Dec,Monday,Honda,Monday,2,2
0,9570,23,1,Mar,Apr,Wednesday,Pontiac,Thursday,5,1
0,9571,36,9,Aug,Aug,Friday,Accura,Monday,1,2
0,9572,39,2,Nov,Dec,Wednesday,Chevrolet,Monday,2,1
0,9573,26,5,Dec,Dec,Sunday,Honda,Monday,2,2
0,9574,48,1,Dec,Dec,Monday,Ford,Tuesday,2,2
0,9575,22,16,Dec,Dec,Sunday,Toyota,Monday,2,2
0,9576,43,11,Dec,Dec,Monday,Accura,Monday,2,2
0,9577,27,8,Nov,Nov,Tuesday,Honda,Tuesday,3,3
0,9578,41,15,Sep,Sep,Tuesday,Toyota,Wednesday,1,1
0,9579,72,13,Jul,Aug,Monday,Mazda,Wednesday,5,1
0,9580,36,4,Aug,Aug,Tuesday,Chevrolet,Friday,1,4
0,9581,34,7,Jul,Jul,Monday,Honda,Monday,3,3
0,9582,36,11,Mar,Mar,Sunday,Mazda,Monday,2,3
0,9583,41,9,Mar,Mar,Friday,Ford,Wednesday,1,4
0,9584,42,11,Dec,Dec,Thursday,Pontiac,Friday,3,3
0,9585,35,2,Dec,Dec,Monday,Honda,Wednesday,2,3
0,9586,43,7,Dec,Dec,Wednesday,Toyota,Thursday,3,3
0,9587,40,16,Dec,Dec,Friday,Toyota,Tuesday,1,2
0,9588,30,13,Dec,Dec,Thursday,Chevrolet,Friday,1,1
0,9589,49,9,Dec,Dec,Saturday,Honda,Monday,1,2
0,9590,40,3,Jan,Feb,Tuesday,Honda,Friday,4,4
0,9591,36,3,Jul,Jul,Monday,Ford,Tuesday,3,4
0,9592,34,4,Jul,Jul,Saturday,Pontiac,Tuesday,3,3
0,9593,43,12,Jul,Oct,Monday,Toyota,Tuesday,2,4
0,9594,27,1,Apr,Apr,Monday,Pontiac,Tuesday,3,3
0,9595,80,5,Apr,Apr,Sunday,Honda,Wednesday,3,4
0,9596,66,12,Mar,May,Friday,Toyota,Wednesday,4,1
0,9597,44,12,Mar,Mar,Wednesday,Chevrolet,Tuesday,1,3
0,9598,32,3,Feb,Feb,Sunday,Chevrolet,Monday,2,3
0,9599,38,16,Dec,Jan,Sunday,Toyota,Thursday,4,3
0,9600,42,12,Dec,Dec,Thursday,Pontiac,Thursday,4,4
0,9601,52,7,Oct,Oct,Saturday,Toyota,Wednesday,3,3
0,9602,60,12,Oct,Dec,Saturday,Honda,Tuesday,3,2
0,9603,31,11,Feb,Feb,Friday,Accura,Thursday,2,3
0,9604,48,11,Mar,Mar,Thursday,Toyota,Friday,2,2
0,9605,31,7,May,May,Friday,Toyota,Tuesday,1,2
0,9606,36,5,Aug,Sep,Tuesday,Chevrolet,Wednesday,3,2
0,9607,36,12,Aug,Aug,Sunday,Chevrolet,Tuesday,3,3
0,9608,37,9,Aug,Aug,Saturday,Pontiac,Tuesday,2,5
0,9609,24,2,Oct,Nov,Saturday,Pontiac,Wednesday,4,3
0,9610,36,14,Apr,Apr,Thursday,Chevrolet,Saturday,1,2
0,9611,39,5,Apr,Apr,Wednesday,Mazda,Thursday,1,1
0,9612,30,2,Jun,Jun,Friday,Pontiac,Thursday,3,4
0,9613,80,12,Oct,Dec,Thursday,Toyota,Tuesday,4,2
1,9614,26,16,Jan,Feb,Thursday,Pontiac,Friday,4,1
0,9615,43,11,Dec,Dec,Sunday,Honda,Tuesday,1,2
0,9616,40,7,Feb,Feb,Monday,Pontiac,Tuesday,4,4
0,9617,38,10,Mar,Apr,Wednesday,Pontiac,Tuesday,5,1
0,9618,27,10,May,May,Friday,Toyota,Sunday,3,4
0,9619,28,7,May,May,Sunday,Pontiac,Friday,3,3
0,9620,37,12,May,May,Wednesday,Honda,Thursday,2,4
0,9621,50,15,May,May,Monday,Toyota,Thursday,1,1
0,9622,39,2,Jun,Jun,Saturday,Honda,Wednesday,1,2
0,9623,43,11,Jul,Jul,Sunday,Pontiac,Monday,1,1
0,9624,39,6,Jun,Jul,Tuesday,Pontiac,Tuesday,5,2
0,9625,43,8,Jun,Jul,Monday,Pontiac,Monday,4,1
0,9626,33,3,Sep,Oct,Friday,Mazda,Friday,4,3
0,9627,28,11,Sep,Sep,Wednesday,Toyota,Friday,3,3
0,9628,29,1,Oct,Oct,Wednesday,Mazda,Monday,1,2
0,9629,38,2,Dec,Dec,Monday,Pontiac,Wednesday,1,3
0,9630,31,4,Dec,Dec,Tuesday,Pontiac,Wednesday,1,5
0,9631,62,5,Apr,Apr,Friday,Pontiac,Friday,4,4
0,9632,26,8,Apr,Apr,Saturday,Chevrolet,Tuesday,3,3
0,9633,35,7,May,May,Wednesday,Honda,Thursday,2,3
0,9634,38,4,May,Jul,Tuesday,Mazda,Monday,5,2
0,9635,33,15,May,Jul,Monday,Chevrolet,Wednesday,3,1
0,9636,23,9,Jul,Jul,Saturday,Honda,Monday,3,3
0,9637,31,9,Sep,Sep,Monday,Accura,Tuesday,2,2
0,9638,52,10,Sep,Sep,Wednesday,Accura,Wednesday,2,3
0,9639,31,12,Aug,Aug,Friday,Toyota,Friday,2,2
0,9640,36,8,Oct,Oct,Friday,Honda,Friday,3,3
0,9641,53,12,Oct,Oct,Saturday,VW,Tuesday,4,4
0,9642,40,10,Dec,Dec,Wednesday,Toyota,Thursday,1,2
0,9643,27,4,Dec,Dec,Saturday,Pontiac,Monday,2,2
0,9644,47,11,Apr,Apr,Thursday,Pontiac,Tuesday,2,3
0,9645,46,12,Feb,Feb,Wednesday,Chevrolet,Tuesday,1,4
0,9646,75,3,Feb,Feb,Sunday,Honda,Monday,3,3
0,9647,39,1,Feb,Feb,Tuesday,Pontiac,Friday,3,3
0,9648,47,2,Mar,Mar,Friday,Pontiac,Tuesday,4,5
0,9649,44,7,Oct,Oct,Friday,Toyota,Monday,2,3
0,9650,51,5,Jul,Aug,Tuesday,Accura,Monday,3,2
0,9651,43,1,Jul,Jul,Tuesday,VW,Tuesday,2,2
0,9652,41,8,Aug,Aug,Wednesday,VW,Monday,1,2
0,9653,20,11,Jul,Jul,Monday,Honda,Wednesday,4,4
0,9654,40,3,Nov,Nov,Wednesday,Pontiac,Tuesday,2,3
0,9655,77,13,Nov,Nov,Saturday,Toyota,Sunday,3,3
0,9656,22,15,Nov,Nov,Tuesday,Honda,Thursday,3,3
0,9657,62,1,Mar,Mar,Sunday,Mazda,Wednesday,1,2
0,9658,54,10,Apr,Apr,Wednesday,Mazda,Friday,3,4
0,9659,26,1,Jan,Feb,Friday,Toyota,Wednesday,4,1
0,9660,52,14,Aug,Aug,Tuesday,Mazda,Wednesday,3,3
0,9661,47,11,Oct,Oct,Wednesday,Mazda,Friday,2,4
0,9662,33,1,Oct,Oct,Wednesday,Toyota,Sunday,3,4
0,9663,56,11,Dec,Dec,Tuesday,Honda,Thursday,1,3
0,9664,60,2,Nov,Dec,Tuesday,Pontiac,Thursday,5,5
0,9665,55,14,Oct,Oct,Thursday,Pontiac,Thursday,3,3
0,9666,44,2,Oct,Oct,Saturday,Honda,Monday,2,2
0,9667,60,8,Sep,Sep,Saturday,Pontiac,Wednesday,1,3
0,9668,42,10,Sep,Sep,Saturday,Toyota,Monday,1,1
0,9669,31,1,Aug,Sep,Thursday,Pontiac,Friday,5,1
1,9670,37,12,Jan,Jan,Friday,Honda,Monday,4,5
0,9671,58,9,Mar,Apr,Monday,Ford,Monday,3,4
0,9672,50,8,Dec,Dec,Saturday,Mazda,Monday,2,2
0,9673,22,7,Jan,Feb,Saturday,Pontiac,Friday,5,1
0,9674,28,15,Nov,Dec,Wednesday,Honda,Monday,5,2
